File Name,2018-10-25,,,
1138.9,886,3000,2,0
1145.0,886,3000,2,0
1151.1,884,3000,2,0
1157.2,884,3000,2,0
1163.4,884,3000,2,0
1169.5,884,3000,3,0
1175.6,884,3000,3,0
1181.8,886,3000,3,0
1187.9,886,3000,3,0
1194.1,886,3000,3,0
1200.2,896,3000,3,0
1206.3,896,3000,3,0
1212.4,896,3000,3,0
1218.5,894,3000,3,0
1224.7,894,3000,3,0
1230.8,894,3000,3,0
1236.9,892,3000,3,0
1243.0,890,3000,3,0
1249.1,890,3000,3,0
1255.3,892,3000,3,0
1261.5,890,3000,3,0
1267.6,894,3000,3,0
1273.7,892,3000,3,0
1279.8,892,3000,3,0
1285.9,892,3000,3,0
1292.0,892,3000,3,0
1298.1,892,3000,3,0
1304.3,894,3000,3,0
1310.4,894,3000,3,0
1316.6,892,3000,3,0
1322.7,894,3000,3,0
1328.8,892,3000,3,0
1334.9,892,3000,3,0
1341.0,894,3000,3,0
1347.2,894,3000,3,0
1353.3,894,3000,3,0
1359.4,892,3000,3,0
1365.6,892,3000,3,0
1371.7,892,3000,3,0
1377.8,894,3000,3,0
