File Name,LongTermTest1,,,
Date,2018-10-30,,,
Test Info,User had no comments,,,
Directory,C:\emms\test\LongTermTest1.csv,,,
,,,,
System TIMESTAMP,EKMPOWER,EMMS POWER,EKM Energy Used,EMMS Energy Used
195869.1,902,3000,488,-544
195930.3,906,3000,488,-544
195991.4,910,3000,489,-544
196052.5,910,3000,489,-544
196113.6,908,3000,489,-544
196174.7,910,3000,489,-544
196235.9,910,3000,489,-544
196297.0,908,3000,489,-544
196358.1,912,3000,490,-544
196419.2,910,3000,490,-544
196480.3,912,3000,490,-544
196541.5,912,3000,490,-544
196602.6,910,3000,490,-544
196663.8,910,3000,490,-544
196724.9,910,3000,490,-544
196786.1,910,3000,491,-544
196847.3,910,3000,491,-544
196908.4,904,3000,491,-544
196969.5,904,3000,491,-544
197030.6,904,3000,491,-544
197091.8,904,3000,491,-544
197152.9,904,3000,492,-544
197214.0,902,3000,492,-544
197275.1,904,3000,492,-544
197336.2,902,3000,492,-544
197397.3,902,3000,492,-544
197458.4,902,3000,492,-544
197519.6,900,3000,492,-544
197580.7,900,3000,493,-544
197641.8,898,3000,493,-544
197703.0,900,3000,493,-544
197764.1,900,3000,493,-544
197825.2,902,3000,493,-544
197886.3,900,3000,493,-544
197947.5,898,3000,494,-544
198008.6,896,3000,494,-544
198069.7,898,3000,494,-544
198130.8,898,3000,494,-544
198191.9,898,3000,494,-544
198253.1,900,3000,494,-544
198314.2,898,3000,494,-544
198375.4,900,3000,495,-544
204154.0,892,3000,509,-544
204215.2,896,3000,509,-544
204276.3,896,3000,509,-544
204337.4,898,3000,509,-544
204398.6,896,3000,509,-544
204459.7,898,3000,510,-544
204520.9,898,3000,510,-544
204582.0,898,3000,510,-544
204643.1,898,3000,510,-544
204704.3,896,3000,510,-544
204765.4,900,3000,510,-544
204826.5,900,3000,511,-544
204887.7,898,3000,511,-544
204948.8,896,3000,511,-544
205009.9,896,3000,511,-544
205071.0,898,3000,511,-544
205132.1,898,3000,511,-544
205193.3,898,3000,511,-544
205254.5,900,3000,512,-544
205315.6,898,3000,512,-544
205376.7,898,3000,512,-544
205437.8,900,3000,512,-544
205499.0,900,3000,512,-544
205560.1,900,3000,512,-544
205621.2,898,3000,513,-544
205682.4,900,3000,513,-544
205743.5,900,3000,513,-544
205804.6,902,3000,513,-544
205865.8,902,3000,513,-544
205926.9,898,3000,513,-544
205988.0,900,3000,513,-544
206049.1,898,3000,514,-544
206110.3,898,3000,514,-544
206171.4,900,3000,514,-544
206232.5,900,3000,514,-544
206293.6,900,3000,514,-544
206354.7,896,3000,514,-544
206415.8,896,3000,515,-544
206477.0,896,3000,515,-544
206538.1,896,3000,515,-544
206599.2,898,3000,515,-544
206660.4,898,3000,515,-544
206721.5,900,3000,515,-544
206782.7,898,3000,515,-544
206843.8,898,3000,516,-544
206905.0,896,3000,516,-544
206966.1,896,3000,516,-544
207027.2,896,3000,516,-544
207088.3,898,3000,516,-544
207149.5,896,3000,516,-544
207210.6,896,3000,516,-544
207271.7,898,3000,517,-544
207332.8,898,3000,517,-544
207394.0,900,3000,517,-544
207455.1,900,3000,517,-544
207516.2,900,3000,517,-544
207577.4,902,3000,517,-544
207638.5,900,3000,518,-544
207699.6,900,3000,518,-544
207801.8,898,3000,518,-544
207862.9,900,3000,518,-544
207924.1,900,3000,518,-544
207985.2,900,3000,518,-544
208046.4,900,3000,519,-544
208107.5,902,3000,519,-544
208168.5,900,3000,519,-544
208229.5,900,3000,519,-544
208290.5,900,3000,519,-544
208351.6,900,3000,519,-544
208412.6,900,3000,520,-544
208473.8,900,3000,520,-544
208534.9,900,3000,520,-544
208596.1,900,3000,520,-544
208657.2,900,3000,520,-544
208718.4,900,3000,520,-544
208779.5,900,3000,520,-544
208840.7,902,3000,521,-544
208901.8,902,3000,521,-544
208963.0,900,3000,521,-544
209024.1,900,3000,521,-544
209085.2,900,3000,521,-544
209146.3,900,3000,521,-544
209207.4,900,3000,521,-544
209268.5,902,3000,522,-544
209329.6,902,3000,522,-544
209390.8,902,3000,522,-544
209451.9,900,3000,522,-544
209513.1,902,3000,522,-544
209574.2,902,3000,522,-544
209635.4,898,3000,523,-544
209696.5,904,3000,523,-544
209757.7,902,3000,523,-544
209818.9,902,3000,523,-544
209880.0,904,3000,523,-544
209941.1,904,3000,523,-544
210002.2,904,3000,523,-544
210063.3,904,3000,524,-544
210124.5,902,3000,524,-544
210185.6,902,3000,524,-544
210246.8,902,3000,524,-544
210307.9,900,3000,524,-544
210369.0,902,3000,524,-544
210430.2,904,3000,525,-544
210491.3,906,3000,525,-544
210552.4,904,3000,525,-544
210613.5,900,3000,525,-544
210674.7,904,3000,525,-544
210735.8,904,3000,525,-544
210796.9,904,3000,525,-544
210858.0,902,3000,526,-544
210919.1,902,3000,526,-544
210980.2,900,3000,526,-544
211041.3,902,3000,526,-544
211102.5,902,3000,526,-544
211163.6,902,3000,526,-544
211224.7,898,3000,527,-544
211285.8,902,3000,527,-544
211346.9,902,3000,527,-544
211408.1,902,3000,527,-544
211673.9,904,3000,528,-544
211735.0,904,3000,528,-544
211796.1,904,3000,528,-544
211857.2,906,3000,528,-544
211918.4,904,3000,528,-544
211979.5,906,3000,528,-544
212040.5,906,3000,529,-544
212101.7,906,3000,529,-544
212162.7,906,3000,529,-544
212223.8,906,3000,529,-544
212284.9,906,3000,529,-544
212346.1,906,3000,529,-544
212407.3,904,3000,530,-544
212468.4,904,3000,530,-544
212529.6,906,3000,530,-544
212590.7,902,3000,530,-544
212651.8,902,3000,530,-544
212713.0,904,3000,530,-544
212774.1,906,3000,530,-544
212835.2,908,3000,531,-544
212896.3,904,3000,531,-544
212957.6,904,3000,531,-544
213018.7,904,3000,531,-544
213079.8,906,3000,531,-544
213140.9,908,3000,531,-544
213202.1,906,3000,532,-544
213263.2,904,3000,532,-544
213324.4,906,3000,532,-544
213385.5,906,3000,532,-544
213446.6,906,3000,532,-544
213507.7,908,3000,532,-544
213568.8,908,3000,532,-544
213630.0,906,3000,533,-544
213691.1,908,3000,533,-544
213752.2,906,3000,533,-544
213813.4,906,3000,533,-544
213874.5,908,3000,533,-544
213935.6,908,3000,533,-544
213996.7,908,3000,534,-544
214057.9,908,3000,534,-544
214119.0,906,3000,534,-544
214180.1,906,3000,534,-544
214241.2,906,3000,534,-544
214302.3,908,3000,534,-544
214363.5,908,3000,534,-544
214424.6,908,3000,535,-544
214485.7,910,3000,535,-544
214546.8,910,3000,535,-544
214607.9,910,3000,535,-544
214669.1,908,3000,535,-544
214730.3,908,3000,535,-544
214791.5,908,3000,536,-544
214852.6,910,3000,536,-544
214913.8,908,3000,536,-544
214975.0,908,3000,536,-544
215036.1,908,3000,536,-544
215097.2,908,3000,536,-544
215158.4,910,3000,536,-544
215219.5,910,3000,537,-544
223968.8,900,3000,558,-544
224029.9,894,3000,559,-544
224091.0,890,3000,559,-544
464519.1,884,3000,1159,-544
464580.4,882,3000,1159,-544
464641.5,882,3000,1159,-544
464702.6,882,3000,1160,-544
464763.7,884,3000,1160,-544
464824.7,884,3000,1160,-544
464885.6,886,3000,1160,-544
464946.5,884,3000,1160,-544
465007.4,884,3000,1160,-544
465068.3,882,3000,1160,-544
465129.3,882,3000,1161,-544
465190.4,884,3000,1161,-544
465251.5,884,3000,1161,-544
465312.6,882,3000,1161,-544
465373.8,884,3000,1161,-544
465434.9,884,3000,1161,-544
465496.0,884,3000,1161,-544
465557.2,884,3000,1162,-544
465618.3,884,3000,1162,-544
465679.5,884,3000,1162,-544
465740.6,882,3000,1162,-544
465801.7,884,3000,1162,-544
465862.9,884,3000,1162,-544
465924.0,882,3000,1163,-544
465985.1,884,3000,1163,-544
466046.3,884,3000,1163,-544
466107.4,884,3000,1163,-544
466168.5,882,3000,1163,-544
466229.7,882,3000,1163,-544
466290.9,882,3000,1163,-544
466352.0,882,3000,1164,-544
466413.2,882,3000,1164,-544
466474.3,884,3000,1164,-544
466535.4,884,3000,1164,-544
466596.6,884,3000,1164,-544
466657.8,884,3000,1164,-544
466718.9,882,3000,1164,-544
466780.1,884,3000,1165,-544
466841.2,886,3000,1165,-544
466902.4,884,3000,1165,-544
466963.5,882,3000,1165,-544
467024.6,884,3000,1165,-544
467085.7,882,3000,1165,-544
467146.9,884,3000,1166,-544
467208.0,884,3000,1166,-544
467269.2,882,3000,1166,-544
467330.3,882,3000,1166,-544
467391.4,884,3000,1166,-544
467452.5,884,3000,1166,-544
467513.7,882,3000,1166,-544
467574.8,884,3000,1167,-544
467635.9,884,3000,1167,-544
467697.1,884,3000,1167,-544
467758.2,884,3000,1167,-544
467819.3,884,3000,1167,-544
467880.4,884,3000,1167,-544
467941.6,884,3000,1167,-544
468002.7,884,3000,1168,-544
468063.8,886,3000,1168,-544
468125.0,888,3000,1168,-544
468186.1,886,3000,1168,-544
468247.3,888,3000,1168,-544
468308.4,886,3000,1168,-544
468369.5,886,3000,1169,-544
468430.6,886,3000,1169,-544
468491.7,886,3000,1169,-544
468552.9,884,3000,1169,-544
468614.0,884,3000,1169,-544
468675.2,886,3000,1169,-544
468736.3,886,3000,1169,-544
468797.4,886,3000,1170,-544
468858.6,886,3000,1170,-544
468919.7,886,3000,1170,-544
468980.8,888,3000,1170,-544
469042.0,888,3000,1170,-544
469103.1,884,3000,1170,-544
469164.2,886,3000,1170,-544
469225.4,884,3000,1171,-544
469286.5,886,3000,1171,-544
469347.6,888,3000,1171,-544
469408.7,888,3000,1171,-544
469469.8,888,3000,1171,-544
469531.0,886,3000,1171,-544
469592.1,888,3000,1172,-544
469653.2,888,3000,1172,-544
469714.4,890,3000,1172,-544
469775.5,890,3000,1172,-544
469836.7,890,3000,1172,-544
469897.9,890,3000,1172,-544
469959.1,890,3000,1172,-544
470020.2,888,3000,1173,-544
470081.4,890,3000,1173,-544
470142.5,890,3000,1173,-544
470203.6,890,3000,1173,-544
470264.7,888,3000,1173,-544
470325.8,888,3000,1173,-544
470387.0,888,3000,1174,-544
470448.1,890,3000,1174,-544
470509.3,890,3000,1174,-544
470570.4,892,3000,1174,-544
470631.6,892,3000,1174,-544
470692.7,892,3000,1174,-544
470753.9,892,3000,1174,-544
470815.0,892,3000,1175,-544
470876.1,892,3000,1175,-544
478443.4,904,3000,1194,-544
478504.6,910,3000,1194,-544
478565.7,910,3000,1194,-544
478626.9,908,3000,1194,-544
478688.0,908,3000,1194,-544
478749.1,906,3000,1194,-544
478810.4,906,3000,1195,-544
478871.6,908,3000,1195,-544
478932.9,908,3000,1195,-544
478994.2,910,3000,1195,-544
479055.4,910,3000,1195,-544
479116.5,910,3000,1195,-544
479177.6,910,3000,1196,-544
479238.7,912,3000,1196,-544
479299.9,914,3000,1196,-544
479361.1,912,3000,1196,-544
479422.2,912,3000,1196,-544
479483.4,914,3000,1196,-544
