File Name,LongTermTest1,,,
Date,2018-10-30,,,
Test Info,User had no comments,,,
Directory,C:\emms\test\LongTermTest1.csv,,,
,,,,
System TIMESTAMP,EKMPOWER,EMMS POWER,EKM Energy Used,EMMS Energy Used
479544.5,914,3000,1196,-544
479605.6,914,3000,1197,-544
479666.7,914,3000,1197,-544
479727.9,914,3000,1197,-544
479789.0,914,3000,1197,-544
479850.1,914,3000,1197,-544
479911.2,914,3000,1197,-544
479972.3,912,3000,1198,-544
480033.5,912,3000,1198,-544
480094.6,912,3000,1198,-544
480155.7,912,3000,1198,-544
480216.9,914,3000,1198,-544
480278.0,912,3000,1198,-544
480339.1,912,3000,1198,-544
480400.2,912,3000,1199,-544
480461.3,912,3000,1199,-544
480522.5,912,3000,1199,-544
480583.6,912,3000,1199,-544
480644.8,912,3000,1199,-544
480705.9,912,3000,1199,-544
480767.1,912,3000,1200,-544
480828.2,914,3000,1200,-544
480889.4,914,3000,1200,-544
480950.5,914,3000,1200,-544
481011.6,914,3000,1200,-544
481072.8,914,3000,1200,-544
481133.9,912,3000,1200,-544
481195.0,914,3000,1201,-544
481256.2,914,3000,1201,-544
481317.4,914,3000,1201,-544
481378.5,914,3000,1201,-544
481439.6,914,3000,1201,-544
481500.7,916,3000,1201,-544
481561.9,916,3000,1202,-544
481623.0,916,3000,1202,-544
481684.2,918,3000,1202,-544
481745.4,912,3000,1202,-544
481806.5,914,3000,1202,-544
481867.7,914,3000,1202,-544
481928.8,912,3000,1202,-544
481989.9,912,3000,1203,-544
482051.1,912,3000,1203,-544
482162.7,912,3000,1203,-544
482223.9,912,3000,1203,-544
482285.0,912,3000,1203,-544
482346.1,912,3000,1204,-544
482407.2,912,3000,1204,-544
482468.3,910,3000,1204,-544
482529.5,912,3000,1204,-544
482590.7,912,3000,1204,-544
482652.0,914,3000,1204,-544
482713.2,912,3000,1204,-544
482774.3,910,3000,1205,-544
482835.5,914,3000,1205,-544
482896.6,916,3000,1205,-544
482957.7,916,3000,1205,-544
483018.9,914,3000,1205,-544
483080.0,914,3000,1205,-544
483141.1,914,3000,1206,-544
483202.2,912,3000,1206,-544
483263.4,914,3000,1206,-544
483324.5,914,3000,1206,-544
483385.7,914,3000,1206,-544
483446.9,914,3000,1206,-544
483508.0,914,3000,1207,-544
483569.2,914,3000,1207,-544
483630.3,912,3000,1207,-544
483691.4,912,3000,1207,-544
483752.5,914,3000,1207,-544
483813.7,916,3000,1207,-544
483874.9,916,3000,1207,-544
483936.0,916,3000,1208,-544
483997.2,914,3000,1208,-544
484058.3,914,3000,1208,-544
484119.4,914,3000,1208,-544
484180.6,916,3000,1208,-544
484241.7,916,3000,1208,-544
484302.8,918,3000,1209,-544
484364.0,916,3000,1209,-544
484425.1,916,3000,1209,-544
484486.2,916,3000,1209,-544
484547.3,916,3000,1209,-544
484608.5,918,3000,1209,-544
484669.6,920,3000,1209,-544
484730.8,918,3000,1210,-544
484792.0,918,3000,1210,-544
484853.1,892,3000,1210,-544
484914.2,890,3000,1210,-544
484975.4,892,3000,1210,-544
485036.6,890,3000,1210,-544
485097.7,890,3000,1211,-544
485158.8,892,3000,1211,-544
485219.9,892,3000,1211,-544
485281.0,892,3000,1211,-544
485342.2,892,3000,1211,-544
485403.3,892,3000,1211,-544
485464.5,890,3000,1211,-544
485525.6,892,3000,1212,-544
485586.8,892,3000,1212,-544
485647.9,892,3000,1212,-544
485709.0,892,3000,1212,-544
486787.7,890,3000,1215,-544
486848.9,890,3000,1215,-544
486910.0,890,3000,1215,-544
545428.2,876,3000,1360,-544
545489.3,874,3000,1360,-544
545550.5,878,3000,1360,-544
545611.6,878,3000,1360,-544
545672.8,878,3000,1360,-544
545733.7,880,3000,1361,-544
545794.4,880,3000,1361,-544
545855.3,878,3000,1361,-544
545916.0,880,3000,1361,-544
545976.9,880,3000,1361,-544
546038.0,880,3000,1361,-544
546099.2,882,3000,1361,-544
546160.4,882,3000,1362,-544
546221.5,882,3000,1362,-544
546282.6,882,3000,1362,-544
546343.8,882,3000,1362,-544
546404.9,882,3000,1362,-544
546466.0,880,3000,1362,-544
546527.2,882,3000,1362,-544
546588.3,882,3000,1363,-544
546649.4,882,3000,1363,-544
546710.5,882,3000,1363,-544
546771.7,882,3000,1363,-544
546832.9,882,3000,1363,-544
546894.1,882,3000,1363,-544
546955.2,882,3000,1364,-544
547016.3,880,3000,1364,-544
547077.5,880,3000,1364,-544
547138.6,880,3000,1364,-544
547199.7,880,3000,1364,-544
547260.8,880,3000,1364,-544
547321.9,882,3000,1364,-544
547383.0,880,3000,1365,-544
547444.2,880,3000,1365,-544
547505.4,882,3000,1365,-544
547566.5,880,3000,1365,-544
547627.7,882,3000,1365,-544
547688.8,884,3000,1365,-544
547749.9,882,3000,1365,-544
547811.0,884,3000,1366,-544
547872.2,882,3000,1366,-544
547933.3,882,3000,1366,-544
547994.5,882,3000,1366,-544
548055.6,884,3000,1366,-544
548116.7,884,3000,1366,-544
548177.9,884,3000,1366,-544
548239.0,884,3000,1367,-544
548300.1,884,3000,1367,-544
548361.2,882,3000,1367,-544
548422.3,884,3000,1367,-544
548483.4,886,3000,1367,-544
548544.6,886,3000,1367,-544
548605.7,888,3000,1367,-544
548666.8,886,3000,1368,-544
548728.0,884,3000,1368,-544
548789.1,886,3000,1368,-544
548850.3,886,3000,1368,-544
548911.4,884,3000,1368,-544
548972.6,886,3000,1368,-544
549033.7,884,3000,1369,-544
549094.8,886,3000,1369,-544
554545.4,892,3000,1382,-544
554606.6,892,3000,1382,-544
554667.7,890,3000,1382,-544
554728.8,890,3000,1383,-544
554789.9,890,3000,1383,-544
554851.1,890,3000,1383,-544
554912.2,890,3000,1383,-544
554973.2,890,3000,1383,-544
555034.3,894,3000,1383,-544
555095.4,894,3000,1384,-544
555156.5,892,3000,1384,-544
555217.6,892,3000,1384,-544
555278.7,892,3000,1384,-544
555339.9,890,3000,1384,-544
555401.0,892,3000,1384,-544
555462.1,890,3000,1384,-544
555523.2,894,3000,1385,-544
555584.4,894,3000,1385,-544
555645.5,892,3000,1385,-544
555706.7,894,3000,1385,-544
555767.8,894,3000,1385,-544
555828.9,894,3000,1385,-544
555890.0,894,3000,1385,-544
555951.2,894,3000,1386,-544
556012.3,896,3000,1386,-544
556073.4,896,3000,1386,-544
556134.6,894,3000,1386,-544
556195.7,894,3000,1386,-544
556256.8,892,3000,1386,-544
556317.9,884,3000,1387,-544
556379.1,884,3000,1387,-544
556440.3,882,3000,1387,-544
556501.4,884,3000,1387,-544
556562.6,884,3000,1387,-544
556623.7,882,3000,1387,-544
556684.8,880,3000,1387,-544
556746.0,882,3000,1388,-544
556807.2,882,3000,1388,-544
556868.3,880,3000,1388,-544
556929.4,880,3000,1388,-544
556990.5,880,3000,1388,-544
557051.7,882,3000,1388,-544
557112.8,882,3000,1388,-544
557174.0,884,3000,1389,-544
557235.2,884,3000,1389,-544
557296.3,882,3000,1389,-544
557357.5,884,3000,1389,-544
557418.6,884,3000,1389,-544
557479.7,884,3000,1389,-544
557540.9,882,3000,1390,-544
557602.0,884,3000,1390,-544
557663.1,884,3000,1390,-544
557724.3,884,3000,1390,-544
557785.5,884,3000,1390,-544
557846.6,884,3000,1390,-544
557907.7,884,3000,1390,-544
557968.9,884,3000,1391,-544
558030.0,884,3000,1391,-544
558091.1,886,3000,1391,-544
558152.2,884,3000,1391,-544
558213.3,886,3000,1391,-544
558274.4,886,3000,1391,-544
558335.5,886,3000,1392,-544
558396.7,884,3000,1392,-544
558457.8,882,3000,1392,-544
558518.9,882,3000,1392,-544
558580.0,882,3000,1392,-544
558641.2,882,3000,1392,-544
558702.4,882,3000,1392,-544
573215.7,886,3000,1428,-544
573276.9,890,3000,1429,-544
601223.0,892,3000,1498,-544
601284.1,890,3000,1498,-544
601345.2,890,3000,1498,-544
601406.3,890,3000,1498,-544
601467.5,890,3000,1499,-544
601528.5,892,3000,1499,-544
601589.6,892,3000,1499,-544
601650.6,892,3000,1499,-544
601711.7,888,3000,1499,-544
601772.8,890,3000,1500,-544
601833.9,888,3000,1500,-544
601895.0,888,3000,1500,-544
601956.2,888,3000,1500,-544
602017.3,888,3000,1500,-544
602078.4,890,3000,1500,-544
602139.5,888,3000,1500,-544
602200.7,888,3000,1501,-544
602261.8,886,3000,1501,-544
602322.9,886,3000,1501,-544
602384.1,884,3000,1501,-544
602445.2,876,3000,1501,-544
602506.3,870,3000,1501,-544
602567.4,886,3000,1501,-544
602628.5,886,3000,1502,-544
602689.6,886,3000,1502,-544
602750.8,884,3000,1502,-544
602811.9,884,3000,1502,-544
602873.0,888,3000,1502,-544
602934.2,886,3000,1502,-544
602995.3,886,3000,1503,-544
603056.4,888,3000,1503,-544
603117.6,884,3000,1503,-544
603178.7,886,3000,1503,-544
603239.9,890,3000,1503,-544
603301.0,888,3000,1503,-544
603362.1,896,3000,1503,-544
603423.2,880,3000,1504,-544
603484.4,880,3000,1504,-544
603545.5,874,3000,1504,-544
603606.6,894,3000,1504,-544
603667.7,892,3000,1504,-544
603728.8,890,3000,1504,-544
603790.0,892,3000,1504,-544
603851.1,892,3000,1505,-544
603912.2,888,3000,1505,-544
603973.4,886,3000,1505,-544
604034.5,886,3000,1505,-544
604095.6,888,3000,1505,-544
604156.7,888,3000,1505,-544
604217.8,898,3000,1506,-544
604279.0,884,3000,1506,-544
604340.1,882,3000,1506,-544
604401.2,884,3000,1506,-544
604462.4,882,3000,1506,-544
604523.5,874,3000,1506,-544
604584.7,892,3000,1506,-544
604645.8,888,3000,1507,-544
604706.9,890,3000,1507,-544
604768.1,890,3000,1507,-544
604829.2,888,3000,1507,-544
604890.4,886,3000,1507,-544
604951.5,886,3000,1507,-544
605012.6,886,3000,1507,-544
605073.7,886,3000,1508,-544
605134.9,896,3000,1508,-544
605196.0,882,3000,1508,-544
605257.2,880,3000,1508,-544
605318.4,874,3000,1508,-544
605379.5,876,3000,1508,-544
607241.0,888,3000,1513,-544
607302.1,890,3000,1513,-544
607363.3,886,3000,1513,-544
607424.5,880,3000,1513,-544
607485.6,880,3000,1514,-544
607546.7,880,3000,1514,-544
607607.8,880,3000,1514,-544
607668.8,880,3000,1514,-544
607729.9,880,3000,1514,-544
607790.9,880,3000,1514,-544
607852.0,880,3000,1514,-544
607913.1,876,3000,1515,-544
607974.2,878,3000,1515,-544
608035.4,878,3000,1515,-544
